vOTU,GENOME_LENGTH,GENOME_COVERAGE,NEAR_COMPLETE,ORDER,FAMILY,GENUS,NOVEL_GENUS,SPECIES,NOVEL_SPECIES,HOST_GENBANK_ACCESSION,HOST_GENUS,HOST_NAME,VC,SUBCLUSTER,REF_PHAGES_IN_VC,VC_IDENTITY,C1RH_J,C1RH_M,C1RH_N,C1RO_J,C1RO_M,C1S_J,C1S_M,C1S_N,C2RH_J,C2RH_M,C2RH_N,C2RO_J,C2RO_M,C2RO_N,C2S_J,C2S_M,C2S_N,C3RH_J,C3RH_M,C3RH_N,C3RO_J,C3RO_M,C3RO_N,C3S_J,C3S_M,C3S_N,C4RH_J,C4RH_M,C4RH_N,C4RO_M,C4RO_N,C4S_J,C4S_M,C4S_N,V1RH_J,V1RH_M,V1RH_N,V1RO_J,V1RO_N,V1S_J,V1S_M,V1S_N,V2RH_J,V2RH_N,V2RO_M,V2RO_N,V2S_J,V2S_M,V2S_N,V3RH_J,V3RH_M,V3RH_N,V3RO_J,V3RO_M,V3RO_N,V3S_J,V3S_M,V3S_N,V4RH_J,V4RH_M,V4RH_N,V4RO_J,V4RO_M,V4RO_N,V4S_J,V4S_M,V4S_N
ssRNA_62995,3667,5.065724,YES,Timlovirales,Steitzviridae,Genus_614,YES,Species_1876,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,163,0,0,0,0,0,0,121,0,0,115,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0
ssRNA_40534,3765,8.309125,NO,Timlovirales,Steitzviridae,Genus_92,NO,Species_1387,YES,NA,NA,NA,1646,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_25038,3858,19.524875,YES,Norzivirales,Fiersviridae,Genus_960,NO,Species_2735,YES,NA,NA,NA,1597,0,NO,VC,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ssRNA_51628,3907,2.984139,YES,Timlovirales,Steitzviridae,Genus_171,NO,Species_875,YES,NA,NA,NA,2212,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_139181,4728,3.612171,NO,Timlovirales,Steitzviridae,Genus_17,NO,Species_55,YES,NA,NA,NA,1826,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2,2
ssRNA_62668,1893,3.414847,NO,Timlovirales,Steitzviridae,Genus_291,YES,Species_746,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,3309,0,NO,VC,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_55286,3236,3.253858,YES,Norzivirales,Fiersviridae,Genus_681,NO,Species_2578,NO,NA,NA,NA,1747,0,NO,VC,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_115900,3381,29.570439,YES,Norzivirales,Fiersviridae,Genus_884,YES,Species_2514,YES,NA,NA,NA,2229,0,NO,VC,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_79946,3394,3.669667,NO,Timlovirales,Steitzviridae,Genus_93,YES,Species_249,YES,NA,NA,NA,2379,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_54136,3474,3.346616,NO,Timlovirales,Steitzviridae,Genus_251,YES,Species_659,YES,NA,NA,NA,2447,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_86808,3574,264.114717,NO,Norzivirales,Fiersviridae,Genus_726,YES,Species_2120,YES,NA,NA,NA,2011,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_62996,3667,4.958125,YES,Timlovirales,Steitzviridae,Genus_58,NO,Species_1066,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_1031,3762,5.752499,YES,Norzivirales,Atkinsviridae,Genus_382,NO,Species_1806,YES,NA,NA,NA,1758,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0
ssRNA_51629,3906,48.874902,YES,Norzivirales,Fiersviridae,Genus_715,NO,Species_2803,YES,NA,NA,NA,2547,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_50421,2578,4.354109,NO,Timlovirales,Steitzviridae,Genus_0,NO,Species_21,YES,NA,NA,NA,3064,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_55287,3234,3.827293,YES,Timlovirales,Steitzviridae,Genus_131,NO,Species_2980,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,21
ssRNA_128764,3690,7.459928,YES,Norzivirales,Fiersviridae,Genus_964,YES,Species_2700,YES,NA,NA,NA,2186,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0
ssRNA_34044,3733,5.002179,NO,Timlovirales,Steitzviridae,Genus_276,NO,Species_986,YES,NA,NA,NA,1983,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_29407,3859,67.661316,NO,Timlovirales,Steitzviridae,Genus_447,NO,Species_1277,YES,NA,NA,NA,1642,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_9378,3920,10.814978,NO,Timlovirales,Steitzviridae,Genus_151,YES,Species_1937,YES,NA,NA,NA,2479,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,250,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78379,3928,37.659943,NO,Timlovirales,Steitzviridae,Genus_377,YES,Species_1026,YES,NA,NA,NA,2231,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_101793,4014,3.88768,NO,Timlovirales,Steitzviridae,Genus_85,NO,Species_833,YES,NA,NA,NA,1562,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78259,4196,9.659008,YES,Norzivirales,Solspiviridae,Genus_347,YES,Species_929,YES,NA,NA,NA,2203,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_139110,2260,2.526148,NO,Timlovirales,Steitzviridae,Genus_169,YES,Species_657,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_128894,2841,5.070144,YES,Timlovirales,Steitzviridae,Genus_381,NO,Species_1743,YES,NA,NA,NA,2654,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_116074,3568,3.28657,YES,Norzivirales,Fiersviridae,Genus_709,YES,Species_2410,YES,NA,NA,NA,1667,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_62997,3665,9.053829,YES,Norzivirales,Atkinsviridae,Genus_728,NO,Species_2774,YES,GCA_002846115.1,Candidatus,Candidatus Hodgkinia cicadicola,2381,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ssRNA_83528,3716,17.914958,YES,Timlovirales,Steitzviridae,Genus_265,YES,Species_650,YES,NA,NA,NA,2380,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
ssRNA_34045,3732,8.705257,YES,Timlovirales,Steitzviridae,Genus_101,NO,Species_266,YES,NA,NA,NA,2914,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ssRNA_1032,3759,16.340725,YES,Norzivirales,Solspiviridae,Genus_342,NO,Species_1492,YES,NA,NA,NA,1593,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ssRNA_25039,3856,696.1596,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_1432,NO,NA,NA,NA,1813,0,NO,VC,0,0,0,0,0,2,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,73,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1
ssRNA_30122,3859,10.413684,YES,Norzivirales,Atkinsviridae,Genus_1003,YES,Species_2841,YES,NA,NA,NA,2497,0,NO,VC,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78380,3927,14.47672,YES,Timlovirales,Steitzviridae,Genus_74,YES,Species_378,YES,NA,NA,NA,2213,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78260,4195,14.677794,YES,Norzivirales,Atkinsviridae,Genus_574,YES,Species_1809,YES,NA,NA,NA,2257,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_138624,3093,2.905343,YES,Norzivirales,Fiersviridae,Genus_700,YES,Species_2060,YES,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_115902,3373,4.283947,NO,Timlovirales,Steitzviridae,Genus_185,NO,Species_786,YES,NA,NA,NA,1690,0,NO,VC,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_109450,3538,28.034513,NO,Timlovirales,Steitzviridae,Genus_442,YES,Species_1248,YES,NA,NA,NA,2010,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_45628,3645,7.59933,YES,Norzivirales,Solspiviridae,Genus_280,YES,Species_699,YES,NA,NA,NA,2581,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ssRNA_83529,3715,5.011488,YES,Norzivirales,Atkinsviridae,Genus_724,YES,Species_2110,YES,NA,NA,NA,3354,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
ssRNA_1033,3757,8.112284,YES,Norzivirales,Solspiviridae,Genus_342,NO,Species_1388,YES,NA,NA,NA,1762,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_31367,3760,10.197621,YES,Norzivirales,Fiersviridae,Genus_734,NO,Species_2145,YES,NA,NA,NA,2035,0,NO,VC,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_19496,3854,15.710408,YES,Timlovirales,Steitzviridae,Genus_375,YES,Species_1649,YES,NA,NA,NA,2549,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_30123,3858,13.389576,YES,Timlovirales,Steitzviridae,Genus_171,NO,Species_788,YES,NA,NA,NA,2212,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_47130,3902,70.431398,YES,Norzivirales,Fiersviridae,Genus_715,NO,Species_2906,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,897,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_9379,3917,6.967064,YES,Timlovirales,Steitzviridae,Genus_241,YES,Species_628,YES,NA,NA,NA,2232,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78381,3927,9.888257,NO,Timlovirales,Steitzviridae,Genus_53,YES,Species_166,YES,NA,NA,NA,2707,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
ssRNA_48786,3953,4.982785,YES,Timlovirales,Steitzviridae,Genus_189,NO,Species_1312,YES,NA,NA,NA,2469,0,NO,VC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_101795,4012,4.774994,YES,Timlovirales,Steitzviridae,Genus_12,NO,Species_90,YES,NA,NA,NA,1706,0,NO,VC,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_28559,4184,22.504972,YES,Norzivirales,Solspiviridae,Genus_347,YES,Species_929,YES,NA,NA,NA,2203,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_47217,2989,7.280055,NO,Norzivirales,Fiersviridae,Genus_498,NO,Species_2525,YES,NA,NA,NA,2705,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ssRNA_9127,3455,9.432568,NO,Norzivirales,Fiersviridae,Genus_803,YES,Species_2324,YES,NA,NA,NA,1773,0,NO,VC,92,5,65,0,0,0,0,0,45,9,0,0,0,0,0,0,0,896,72,163,113,0,0,0,0,0,106,22,15,0,0,0,0,0,38,140,1878,0,0,0,0,0,555,39,0,0,5,0,0,0,141,0,0,0,0,0,0,0,9,57,94,0,0,0,0,0,0
ssRNA_54137,3468,3.89639,YES,Norzivirales,Solspiviridae,Genus_342,NO,Species_1231,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_40039,3562,385.39509,YES,Norzivirales,Atkinsviridae,Genus_955,YES,Species_2678,YES,NA,NA,NA,2127,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ssRNA_127641,3663,24.457801,YES,Norzivirales,Fiersviridae,Genus_863,NO,Species_2758,YES,NA,NA,NA,2146,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_128765,3688,3.201157,YES,Timlovirales,Steitzviridae,Genus_379,NO,Species_1030,YES,NA,NA,NA,2649,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ssRNA_1034,3755,70.610179,YES,Timlovirales,Steitzviridae,Genus_104,NO,Species_390,YES,NA,NA,NA,1608,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,11,0,0,0,0,0
ssRNA_47131,3902,42.852643,YES,Timlovirales,Steitzviridae,Genus_59,NO,Species_467,YES,NA,NA,NA,2214,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_9380,3916,24.253956,NO,Timlovirales,Steitzviridae,Genus_157,NO,Species_377,YES,NA,NA,NA,2082,0,NO,OUTLIER,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78382,3923,15.290005,YES,Timlovirales,Steitzviridae,Genus_241,YES,Species_628,YES,NA,NA,NA,2232,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_68997,1376,3.758935,NO,Norzivirales,Fiersviridae,Genus_531,YES,Species_1671,YES,NA,NA,NA,1544,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_28989,1772,2.831093,NO,Timlovirales,Steitzviridae,Genus_58,NO,Species_750,YES,NA,NA,NA,3013,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_99795,1176,1.730942,NO,Timlovirales,Steitzviridae,Genus_22,YES,Species_911,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_123309,1339,2.685938,NO,Norzivirales,Fiersviridae,Genus_1134,YES,Species_3173,YES,NA,NA,NA,2517,0,NO,VC,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_109451,3532,48.456929,YES,Norzivirales,Fiersviridae,Genus_852,NO,Species_2649,YES,NA,NA,NA,1620,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
