VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
VC_1108_0,26,2091.577596,1726.089875,0.547867936,2.83E-38,0,2.449489743,325,325,1,1.75209492,1,1,1,"MH572279,MH572300,MH572301,MH572302,MH572303,MH572305,MH572306,MH572307,MH572308,MH572309,MH572310,MH572311,MH572312,MH572313,MH572344,MH572345,MH572392,MH572393,MH572406,MH572435,MH572436,MH572437,MH572469,MH572480,MH572508,MH572509"
VC_1109_0,64,11588.63331,5678.675215,0.671131421,9.68E-135,0,2.449489743,2016,2016,1,1.627709288,1,1,1,"KP087939,KP087945,KP087946,KT264811,MG945164,MG945571,MG945682,MG945837,MH572269,MH572281,MH572314,MH572315,MH572316,MH572317,MH572318,MH572319,MH572320,MH572321,MH572322,MH572324,MH572326,MH572327,MH572328,MH572329,MH572330,MH572332,MH572335,MH572336,MH572337,MH572350,MH572351,MH572394,MH572395,MH572396,MH572404,MH572419,MH572431,MH572439,MH572440,MH572441,MH572442,MH572444,MH572445,MH572446,MH572447,MH572449,MH572450,MH572451,MH572473,MH572474,MH572487,MH572492,MH572493,MH572494,MH572503,MH572510,MH572511,MH992188,MH992195,MH992209,MH992210,MK249143,MK249151,MK249223"
VC_110_0,23,58797.41681,2847.731087,0.953804457,5.85E-27,0,7,253,253,1,5.747064783,3,2,2,"AB712291,Enterococcus~phage~BC611,Enterococcus~phage~IMEEF1,Enterococcus~phage~VD13,Enterococcus~phage~vB_EfaS_IME198,HE962497,JF731128,KF192053,KJ094032,KJ127303,KT932699,KY303907,KY472224,LC547238,MH618488,MH791415,MK570225,MK721189,MK721194,MK800154,MN103542,MN871443,Streptococcus~phage~SPQS1"
VC_1110_0,1,0,25.54956338,0,0,0,0,1,1,1,0,1,1,1,MK249224
VC_1111_0,9,524.1801451,207.4174839,0.716486938,1.37E-16,0,1.414213562,36,36,1,0.791257816,1,1,1,"MH572287,MH572288,MH572467,MH572468,MH572496,MH572497,MH572498,MH572499,MH572500"
VC_1112_0,15,794.158812,263.6790234,0.750737765,5.11E-26,0,2.236067977,105,105,1,1.433091065,1,1,1,"KC131024,MG945161,MK249131,MK249144,MK249156,MK249159,MK249160,MK249167,MK249172,MK249179,MK249181,MK249182,MK249186,MK249187,MK249206"
VC_1113_0,2,86.68680465,391.257303,0.181374356,0.057268646,0,0,1,1,1,0,1,1,1,"KC139632,KC139650"
VC_1114_0,4,1545.899134,2078.563323,0.426518181,1.93E-05,1.414213562,4.795831523,6,6,1,3.977716061,2,2,2,"KY742649,MG575420,MN840487,Proteus~phage~VB_PmiS-Isfahan"
VC_1115_0,45,188189.1791,890.7955309,0.99528879,2.14E-122,0,9.16515139,990,966,0.975757576,6.41881917,1,1,1,"MG592397,MG592406,MG592407,MG592408,MG592411,MG592416,MG592417,MG592428,MG592463,MG592464,MG592471,MG592475,MG592476,MG592492,MG592493,MG592528,MG592538,MG592563,MG592564,MG592565,MG592571,MG592601,MG592602,MG592617,MG592618,MG592632,MG592633,MG592634,MG592635,MG592636,MG592637,MG592638,MG592639,MG592640,MG592642,MG592645,MG592646,MG592648,MG592649,MG592650,MG592651,MG592652,MG592653,MG592655,MH925092"
VC_1116_0,2,194.1716474,73.85709602,0.724443375,0.068320502,1.414213562,1.414213562,1,1,1,1.414213562,1,2,2,"KC465898,Pelagibacter~phage~HTVC010P"
VC_1117_0,4,599.1630871,47.75907695,0.926174926,0.001194029,4.795831523,6.164414003,6,6,1,5.625827963,1,1,1,"MN698240,MN698245,MN698246,MN698248"
VC_1118_0,2,63.20659157,18.24627398,0.775989784,0.13825024,6.32455532,6.32455532,1,1,1,6.32455532,1,1,1,"MN698239,MN698241"
VC_1119_0,3,900,0,1,1,1,2.449489743,3,3,1,1.895185907,1,2,2,"KC960489,KF981876,Mycobacterium~phage~Adler"
VC_111_0,2,28.1939239,381.8090055,0.068765177,0.386077888,7.280109889,7.280109889,1,1,1,7.280109889,1,1,1,"KY038360,MT104122"
VC_1120_0,11,8018.724507,180.0020386,0.978045122,8.89E-20,0,0,55,55,1,0,1,1,1,"KF594184,KF594185,KF594186,KF594187,KF594188,KF594189,KF594190,KF594191,KF594192,KF594193,KF594194"
VC_1121_0,7,3612.57182,170.252583,0.954993263,1.38E-12,0,4.358898944,21,21,1,2.26232897,1,1,1,"MG592391,MG592421,MG592436,MG592443,MG592445,MG592449,MG592661"
VC_1122_0,2,300,20.95324048,0.934715598,0.061964268,0,0,1,1,1,0,1,2,2,"KF623293,Vibrio~phage~SHOU24"
VC_1123_0,2,220.1563907,5.385403802,0.976122369,0.144422183,5.916079783,5.916079783,1,1,1,5.916079783,1,1,1,"MG596799,MK473373"
VC_1124_0,5,1650.86294,0,1,0,0,3.605551275,10,10,1,2.682239499,1,1,1,"KF751793,KF751794,KF751795,KF751796,KF751797"
VC_1125_0,7,2738.306655,743.198496,0.786529543,2.21E-12,0,7.681145748,21,21,1,5.769504293,1,2,2,"KJ018213,MG592431,MG592432,MG592435,MG592458,MG592666,Shewanella~sp.~phage~1/44"
VC_1126_0,2,247.6788395,441.9740165,0.359135524,0.050735623,4.358898944,4.358898944,1,1,1,4.358898944,1,1,1,"MN096357,MN096358"
VC_1127_0,2,298.6845243,13.84558884,0.955698385,0.105649774,1,1,1,1,1,1,1,2,2,"KJ192399,Vibrio~phage~CHOED"
VC_1128_0,2,65.22294604,542.8293634,0.107265354,0.051694382,5.477225575,5.477225575,1,1,1,5.477225575,1,2,2,"KJ395778,Vibrio~phage~PVA1"
VC_1129_0,5,337.1369853,254.1749196,0.57015085,0.005431128,5.477225575,7.280109889,10,10,1,6.613936619,1,1,1,"dsDNA_phage_161,dsDNA_phage_174,dsDNA_phage_221,dsDNA_phage_286,dsDNA_phage_500"
VC_1129_1,1,0,240.4872797,0,0,0,0,1,1,1,0,1,1,1,dsDNA_phage_160
VC_112_0,7,3406.994194,8042.221723,0.297574456,5.42E-15,0,3.31662479,21,21,1,1.96388694,1,2,2,"FJ896200,MF754111,MF754112,MK474470,MN974282,MT178448,Vibrio~phage~VP93"
VC_1130_0,8,5334.75545,94.75933918,0.982547365,2.47E-09,0,3.872983346,28,28,1,2.686807035,2,2,2,"KJ510413,KM591905,MF155936,MG925349,MH001451,MK494089,MN735432,Mycobacterium~phage~Bernal13"
VC_1131_0,2,300,0,1,0,1.414213562,1.414213562,1,1,1,1.414213562,1,1,2,"KJ534580,Nitrincola~phage~1M3-16"
VC_1132_0,5,879.8274977,0,1,0,1,2.828427125,10,10,1,2.0673721,2,2,2,"KJ617393,LK392619,Streptococcus~phage~CP-7,Streptococcus~phage~Cp-1,Z47794"
VC_1133_0,2,12.06897385,0,1,0,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"KJ683044,KJ683046"
VC_1134_0,2,227.1589087,10.39401114,0.956245492,0.270145687,1.732050808,1.732050808,1,1,1,1.732050808,1,2,2,"KJ743987,Sinorhizobium~phage~phiLM21"
VC_1135_0,2,300,2385.493387,0.111711316,0.077364462,1.732050808,1.732050808,1,1,1,1.732050808,1,2,2,"KP881232,Sinorhizobium~phage~phiM9"
VC_1135_1,4,1800,2969.498948,0.377398133,0.000353818,2.449489743,6.557438524,6,6,1,5.632983127,1,2,2,"KM199770,MN549360,MN549361,Rhizobium~phage~vB_RleM_P10VF"
VC_1135_2,1,0,1426.95216,0,0,0,0,1,1,1,0,1,1,1,MF403007
VC_1137_0,3,59.58224379,0,1,1,0,0,3,3,1,0,1,2,1,"KM589499,KM589507,Microviridae~Bog1249_12"
VC_1138_0,12,390.0543251,39.49659945,0.908051416,0.009701645,0,2,66,66,1,1.541070092,1,2,1,"KM589500,KM589503,KM589504,KM589509,KM589510,KM589512,Microviridae~Bog5275_51,Microviridae~Bog9017_22,Microviridae~Fen2266_11,Microviridae~Fen685_11,Microviridae~Fen7786_21,Microviridae~Fen7895_21"
VC_1139_0,2,14.61709982,39.49659945,0.270118288,0.067786527,0,0,1,1,1,0,1,2,1,"KM589505,Microviridae~Fen418_41"
VC_113_0,47,142955.7063,19693.87244,0.878918393,3.94E-298,0,6.92820323,1081,1081,1,4.897309785,2,2,2,"AB716666,GQ413938,JQ267518,KF765493,KM576124,KP708985,KP708986,KT367886,KT964103,KU666550,KX211991,KX237514,KX587949,KX856662,KY000081,KY385423,KY684082,Klebsiella~phage~F19,Klebsiella~phage~KP34,Klebsiella~phage~Kp2,Klebsiella~phage~KpV41,Klebsiella~phage~KpV475,Klebsiella~phage~KpV71,Klebsiella~phage~NTUH-K2044-K1-1,Klebsiella~phage~vB_KpnP_SU503,Klebsiella~phage~vB_KpnP_SU552A,MF612071,MG972768,MH885472,MK135468,MK562503,MK598851,MK693005,MN101217,MN101219,MN101220,MN176572,MN176573,MN380459,MN794000,MN794001,MN794002,MN794003,MT090077,MT197175,MT197176,MT360680"
VC_1140_0,2,13.83895063,0,1,0,0,0,1,1,1,0,1,2,1,"KM589506,Microviridae~Fen4707_41"
VC_1141_0,35,3653.447946,230.8226968,0.940575022,2.04E-09,0,1.732050808,595,595,1,0.910467338,1,2,1,"KM589513,KP087948,MG945178,MG945463,MH572367,MH572368,MH572377,MH572378,MH572379,MH572459,MH572460,MH572461,MH572462,MH572463,MH572465,MH992180,MK249133,MK249138,MK249199,MK249207,MK249208,MK249228,MK249232,MK765579,MK765582,MK765639,MK765642,MK765643,MK765644,MK765646,MN311488,MN311489,MN311490,MN311491,Microviridae~Fen7918_21"
VC_1142_0,2,8.607538378,196.3098685,0.042004916,0.044715647,0,0,1,1,1,0,1,1,1,"MG945832,MK249191"
VC_1144_0,2,9.452632453,4.208984835,0.691911672,0.5,1,1,1,1,1,1,1,2,1,"KM589514,Microviridae~Fen7940_21"
VC_1145_0,5,86.12003515,29.39724108,0.745516497,0.00022281,0,1.732050808,10,10,1,1.112095586,1,2,1,"KM589515,KM589516,MK765585,Parabacteroides~phage~YZ-2015a,Parabacteroides~phage~YZ-2015b"
VC_1146_0,2,8.975513181,18.54858901,0.326096492,0.117381831,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MK496756,MK496824"
VC_1147_0,2,300,3074.771797,0.0888949,0.051199089,3,3,1,1,1,3,2,2,2,"KX774321,Rhodococcus~phage~Weasels2"
VC_1147_1,2,300,3179.394114,0.086221908,0.05100502,6.782329983,6.782329983,1,1,1,6.782329983,1,1,1,"MH153807,MH153812"
VC_1148_0,13,23400,88225.0421,0.20963038,5.02E-47,2,9.110433579,78,75,0.961538462,6.847589606,1,1,1,"MH576964,MH576965,MH576968,MH590597,MH590599,MH727564,MK359332,MK359351,MK801722,MN369750,MN369757,MN428060,MN484599"
VC_1148_1,18,45900,103272.1583,0.307698169,7.41E-74,3.741657387,9.38083152,153,147,0.960784314,7.473324075,2,2,2,"KM652554,MF347636,MF347637,MF347638,MF347639,MF358541,MF358542,MK460248,MK494112,MK977711,MN096371,MN369743,MN444876,Streptomyces~phage~Jay2Jay,Streptomyces~phage~NootNoot,Streptomyces~phage~Paradiddles,Streptomyces~phage~Peebs,Streptomyces~phage~Samisti12"
VC_1148_2,2,300,21140.92367,0.013991935,0.127394213,4.69041576,4.69041576,1,1,1,4.69041576,2,2,2,"MF155946,Streptomyces~phage~Mildred21"
VC_1148_3,1,0,10825.93222,0,0,0,0,1,1,1,0,1,1,1,MT310865
VC_1149_0,2,300,3622.446439,0.07648288,0.044580339,2,2,1,1,1,2,2,2,2,"MF668286,Rhodococcus~phage~Trina"
VC_114_0,2,194.6317065,4049.903547,0.045854657,0.043650643,1.414213562,1.414213562,1,1,1,1.414213562,2,2,2,"FR687252,Pantoea~phage~LIMElight"
VC_1151_0,3,135.1318411,3728.452267,0.034975773,0.018498791,4.69041576,5.567764363,3,3,1,5.21444831,1,1,1,"dsDNA_phage_105,dsDNA_phage_549,dsDNA_phage_838"
VC_1152_0,3,125.2884667,1905.110081,0.061706342,0.009834345,5.567764363,7.211102551,3,3,1,6.287209815,1,1,1,"dsDNA_phage_26,dsDNA_phage_743,dsDNA_phage_911"
VC_1153_0,4,1636.997753,13.29327234,0.991944892,0.001615837,2,8.062257748,6,6,1,5.371549059,1,2,2,"KU728633,MK494099,MK977701,Mycobacterium~phage~Bipper"
VC_1155_0,2,4.208984835,135.0282704,0.03022887,0.304019509,2,2,1,1,1,2,1,1,1,"MH572417,MK249226"
VC_1157_0,1,0,11.12182683,0,0,0,0,1,1,1,0,1,1,1,MH572434
VC_1158_0,1,0,244.4086328,0,0,0,0,1,1,1,0,1,1,1,KP087941
VC_115_0,7,2387.686613,11642.10178,0.17018693,5.52E-15,1.732050808,5.567764363,21,21,1,4.23694216,1,2,2,"KF319020,KM819694,MG575418,MG575419,MK387869,Proteus~phage~PM~75,Proteus~phage~PM16"
VC_1160_0,1,0,115.1081734,0,0,0,0,1,1,1,0,1,1,1,MG883723
VC_1161_0,2,3.606934137,77.0077065,0.044742917,0.380550805,2,2,1,1,1,2,1,1,1,"MH572277,MH572426"
VC_1162_0,5,41.17610649,16.68981502,0.711577824,0.302321247,0,1.414213562,10,10,1,0.882842712,1,1,1,"MG945277,MG945536,MH572371,MH572373,MH572380"
VC_1163_0,4,30.35078557,38.66154713,0.439787852,0.396672896,0,0,6,6,1,0,1,1,1,"MH572370,MH572464,MK249215,MK249234"
VC_1164_0,3,14.21870153,4.062856799,0.777762009,0.172889293,0,1,3,3,1,0.666666667,1,1,1,"KP087955,MH572364,MH572458"
VC_1165_0,2,168.807669,0,1,0,0,0,1,1,1,0,1,2,2,"KP792622,Verrucomicrobia~phage~P8625"
VC_1166_0,2,145.9259976,0,1,0,3.872983346,3.872983346,1,1,1,3.872983346,1,1,1,"KP836355,KP836356"
VC_1167_0,3,71.02005013,1088.365507,0.061256628,0.022934558,5.196152423,7.211102551,3,3,1,6.163339168,1,1,1,"dsDNA_phage_190,dsDNA_phage_254,dsDNA_phage_84"
VC_1169_0,3,900,950.2881936,0.486410713,0.003129533,1.732050808,7.937253933,3,3,1,5.847770872,1,1,1,"MK814760,MK894436,MN484601"
VC_1169_1,1,0,524.8263174,0,0,0,0,1,1,1,0,1,1,1,KR063281
VC_116_0,56,201368.7097,17581.39957,0.919701344,3.85E-249,0,5.830951895,1540,1540,1,4.132410665,3,2,2,"Acinetobacter~phage~AB3,Acinetobacter~phage~Abp1,Acinetobacter~phage~Fri1,Acinetobacter~phage~IME200,Acinetobacter~phage~SH-Ab~15519,Acinetobacter~phage~WCHABP5,Acinetobacter~phage~phiAB1,Acinetobacter~phage~phiAB6,Acinetobacter~phage~vB_AbaP_AS11,Acinetobacter~phage~vB_AbaP_AS12,Acinetobacter~phage~vB_AbaP_B1,Acinetobacter~phage~vB_AbaP_B3,Acinetobacter~phage~vB_AbaP_B5,Acinetobacter~phage~vB_AbaP_D2,Acinetobacter~phage~vB_AbaP_PD-6A3,Acinetobacter~phage~vB_AbaP_PD-AB9,Acinetobacter~phage~vB_ApiP_P1,Acinetobacter~phage~vB_ApiP_P2,HQ186308,JX658790,KC311669,KR149290,KT339321,KT388102,KT388103,KT804908,KY082667,KY268295,KY268296,KY888680,MF033347,MF033348,MF033349,MF033350,MF033351,MG459218,MG599035,MH042230,MH763831,MH800200,MK089780,MK257719,MK257720,MK257721,MK257722,MK257723,MK278859,MN061582,MN212906,MN294712,MN395291,MN604238,MN604239,MN614471,MN651570,MT263719"
VC_1170_0,2,300,171.2980787,0.636539832,0.062661253,2,2,1,1,1,2,1,1,1,"MN234206,MN234211"
VC_1171_0,2,6.255788083,51.39214045,0.108517136,0.227879184,3.741657387,3.741657387,1,1,1,3.741657387,1,1,1,"dsDNA_phage_30,dsDNA_phage_82"
VC_1172_0,2,190.3304176,2.652347113,0.986256041,0.270145687,1,1,1,1,1,1,2,2,2,"KR072689,Paracoccus~phage~Shpa"
VC_1173_0,4,1541.872702,0,1,0,1.414213562,4.472135955,6,6,1,3.390507597,2,2,2,"KR136259,KR136260,Polaribacter~phage~P12002L,Polaribacter~phage~P12002S"
VC_1174_0,2,7.206161628,974.443546,0.007340869,0.125489523,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"KT264774,MK496799"
VC_1175_0,2,7.762452233,126.9168782,0.057636552,0.052194621,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945131,MG945742"
VC_1177_0,2,15.39525107,91.47664593,0.144053315,0.039668171,0,0,1,1,1,0,1,1,1,"KT264777,KT264778"
VC_1178_0,12,682.346541,267.9733241,0.71801776,9.84E-23,0,2.236067977,66,66,1,1.468609252,1,1,1,"KT264776,MG883719,MG945139,MG945339,MG945394,MG945403,MG945550,MG945645,MG945736,MG945740,MG945771,MG945819"
VC_1179_0,3,49.09494756,33.14447747,0.596975812,0.013119721,0,1,3,3,1,0.666666667,1,1,1,"KT264781,MG945481,MG945807"
VC_117_0,10,4832.839538,1877.549588,0.720202577,2.38E-27,2.449489743,7.810249676,45,45,1,5.644312902,2,2,2,"AB720063,AP008979,AY299121,DQ777876,EU717894,Xanthomonas~virus~CP1,Xanthomonas~virus~OP1,Xanthomonas~virus~Xop411,Xanthomonas~virus~Xp10,Xanthomonas~virus~phil7"
VC_1180_0,17,771.0486564,62.16627303,0.925389871,0.010684509,0,2.449489743,136,136,1,1.498814813,1,1,1,"KT264782,KT264783,KX513866,KX513870,MG945154,MG945472,MG945534,MG945613,MG945826,MK496805,MK496812,MK496813,MK765559,MK765603,MK765621,MK765669,MN379635"
VC_1181_0,2,3.858738675,16.15794894,0.192776085,0.113899997,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945704,MK496751"
VC_1183_0,9,563.1653733,59.57041639,0.904340786,6.47E-11,0,2.449489743,36,36,1,1.758307308,1,1,1,"KT264785,KX513873,MG945186,MG945569,MG945689,MG945797,MG945870,MN379630,MN379640"
VC_1186_0,6,279.0921417,614.1284711,0.312456002,1.16E-10,0,1.732050808,15,15,1,1.24542892,1,1,1,"KT264788,KT264789,KT264790,MG945138,MG945381,MG945780"
VC_1187_0,17,2739.904384,780.335352,0.778328918,5.67E-52,0,2.645751311,136,136,1,1.552066503,1,1,1,"KT264791,KT264792,KT264793,KX513868,KX513877,MG945162,MG945233,MG945334,MG945383,MG945388,MG945430,MG945447,MG945514,MG945642,MG945694,MG945753,MG945781"
VC_1188_0,6,331.5215124,331.5622412,0.499969288,3.31E-10,1,2.236067977,15,15,1,1.549022601,1,1,1,"KT264798,KT264799,MG945135,MG945136,MG945157,MG945391"
VC_1189_0,2,3.664924225,96.49896776,0.036589275,0.347288266,2,2,1,1,1,2,1,1,1,"MG945545,MK496797"
VC_118_0,2,229.1804507,859.8031799,0.210453531,0.045444125,1,1,1,1,1,1,1,2,2,"JX676771,Pseudomonas~phage~AF"
VC_1190_0,1,0,6.766721394,0,0,0,0,1,1,1,0,1,1,1,KT264795
VC_1194_0,2,31.14888418,38.50544722,0.44719235,0.069143071,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"KT264803,MG945142"
VC_1195_0,3,60.56625512,6.633384058,0.901288398,0.03826125,1.414213562,1.732050808,3,3,1,1.626105059,1,1,1,"KT264802,MG945620,MG945741"
VC_1196_0,4,130.9906752,31.09509346,0.808156547,0.00071325,1.414213562,2,6,6,1,1.670763258,1,1,1,"KT264805,MG945519,MG945693,MG945809"
VC_1197_0,3,67.07200082,13.24380159,0.835103414,0.036099099,0,2,3,3,1,1.333333333,1,1,1,"KT264806,MG945561,MG945721"
VC_1198_0,2,16.96644036,144.5360841,0.105053716,0.045821869,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"KT264820,KT264821"
VC_1199_0,3,59.58224379,48.6214953,0.550648659,0.00218124,0,0,3,3,1,0,1,1,1,"MG945234,MG945405,MG945827"
VC_119_0,6,2275.315648,155.9666794,0.935850034,1.79E-09,0,4.898979486,15,15,1,3.795449159,1,2,2,"AB720064,LR743523,LR743528,LR743529,LR743531,Xanthomonas~citri~phage~CP2"
VC_11_0,13,13706.97225,6174.680697,0.689428202,1.26E-47,0,8.366600265,78,78,1,5.055856347,1,1,1,"AP019560,AP019561,AP019562,KX827368,KX827369,KX827370,MF428478,MF428479,MF428480,MF428481,MK075003,MK075006,MN028536"
VC_1200_0,1,0,24.07229466,0,0,0,0,1,1,1,0,1,1,1,MK249146
VC_1201_0,3,9.440447423,3.363901664,0.737284446,0.318675944,2,2,3,3,1,2,1,1,1,"MH572274,MH572275,MH572276"
VC_1202_0,2,32.88924687,45.94858905,0.417175922,0.071184091,0,0,1,1,1,0,1,1,1,"KT264816,KT264817"
VC_1203_0,9,826.8866752,419.1167331,0.66363115,1.56E-17,0,1.414213562,36,36,1,0.712690396,1,1,1,"KT264818,KT264819,KX513867,KX513872,KX513874,MG945573,MG945759,MG945760,MG945811"
VC_1206_0,2,8.498395891,51.63211896,0.141332498,0.053881145,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MK496807,MK496814"
VC_1207_0,13,970.2885891,48.02518482,0.95283852,3.68E-09,0,2,78,78,1,1.073038806,1,1,1,"KT264823,KT264824,KT264825,MG945179,MG945357,MG945413,MG945506,MG945507,MG945609,MG945676,MG945706,MG945764,MG945817"
VC_1208_0,6,227.626723,26.21074701,0.89674201,5.18E-05,0,1.414213562,15,15,1,0.816176046,1,1,1,"KT264828,MG945228,MG945426,MG945726,MG945754,MG945816"
VC_1209_0,3,40.42871994,10.57776994,0.792619136,0.036099099,0,0,3,3,1,0,1,1,1,"MG945418,MG945549,MG945747"
VC_120_0,5,1247.725942,973.3373537,0.561769646,5.00E-08,0,5.916079783,10,10,1,3.604392577,1,1,1,"MG592403,MG592404,MG592405,MG592551,MN592897"
VC_1210_0,2,13.29488465,0,1,0,0,0,1,1,1,0,1,1,1,"KT264834,MG945678"
VC_1211_0,2,13.48746118,179.6323595,0.06983986,0.262778021,7.937253933,7.937253933,1,1,1,7.937253933,1,1,1,"MF668275,MN234178"
VC_1212_0,6,4500,3.377650682,0.999249974,3.01E-05,0,7.071067812,15,15,1,4.997587108,1,1,1,"KU230356,MK605242,MK605243,MK605244,MK605245,MK605246"
VC_1213_0,2,220.7764518,0,1,0,2.449489743,2.449489743,1,1,1,2.449489743,1,1,1,"KU234532,KU234533"
VC_1214_0,4,1200.519792,1642.993115,0.422196006,3.58E-05,0,2.236067977,6,6,1,1.578689326,3,2,2,"KU984979,KU984980,Propionibacterium~phage~PFR1,Propionibacterium~phage~PFR2"
VC_1215_0,8,4156.196843,3430.4641,0.547829523,1.71E-15,1,6.557438524,28,28,1,4.892688646,2,2,2,"KX620750,KX620751,KX620753,KX620754,Propionibacterium~phage~B22,Propionibacterium~phage~Doucette,Propionibacterium~phage~E6,Propionibacterium~phage~G4"
VC_1216_0,10,2428.517568,1132.676463,0.681939132,3.83E-22,0,3.741657387,45,45,1,2.230583087,1,1,1,"MK448320,MK448395,MK448602,MK448603,MK448606,MK448637,MK448653,MK448655,MK448656,MK448657"
VC_1217_0,4,340.3651972,731.4358198,0.317563794,2.08E-05,0,1.414213562,6,6,1,0.707106781,1,1,1,"MK448540,MK448550,MK448553,MK448559"
VC_1218_0,24,6015.367515,7031.302525,0.461065352,4.92E-87,0,5.567764363,276,276,1,4.161858132,1,1,1,"MK448391,MK448408,MK448411,MK448415,MK448419,MK448420,MK448422,MK448426,MK448432,MK448435,MK448437,MK448440,MK448455,MK448456,MK448462,MK448494,MK448495,MK448496,MK448498,MK448548,MK448612,MK448624,MK448644,MK448645"
VC_1219_0,4,276.7289636,125.9601672,0.687202466,6.86E-05,0,3.31662479,6,6,1,2.211083194,1,1,1,"MK448529,MK448530,MK448531,MK448533"
VC_121_0,9,3115.397481,12.62707786,0.995963242,0.000180112,0,7.549834435,36,36,1,5.326941595,3,2,2,"AB757800,AB757801,Edwardsiella~phage~KF-1,JX880072,KX365747,MH059635,MK574011,Pseudoalteromonas~phage~PH1,Vibrio~phage~VPMS1"
VC_1220_0,40,30506.07134,14238.56187,0.681781683,3.09E-218,0,6.403124237,780,780,1,4.476842948,1,1,1,"MK448322,MK448323,MK448324,MK448325,MK448326,MK448327,MK448329,MK448335,MK448336,MK448339,MK448343,MK448344,MK448346,MK448347,MK448350,MK448370,MK448380,MK448392,MK448487,MK448491,MK448501,MK448503,MK448504,MK448505,MK448507,MK448508,MK448510,MK448511,MK448512,MK448514,MK448515,MK448516,MK448517,MK448518,MK448519,MK448520,MK448521,MK448660,MK448661,MK448662"
VC_1221_0,8,1767.555914,298.0954228,0.855689381,1.23E-15,0,2.645751311,28,28,1,0.833667492,1,1,1,"MK448536,MK448537,MK448538,MK448539,MK448543,MK448545,MK448551,MK448554"
VC_1222_0,2,14.66789294,279.6677125,0.049833906,0.0473842,4.358898944,4.358898944,1,1,1,4.358898944,1,1,1,"MK448556,MK448658"
VC_1223_0,7,656.4634766,1007.546858,0.394506851,9.90E-13,0,4.358898944,21,21,1,2.58332816,1,1,1,"MK448373,MK448390,MK448484,MK448592,MK448593,MK448595,MK448598"
VC_1224_0,12,1205.653609,1940.162125,0.383256271,6.60E-19,3.16227766,5.744562647,66,66,1,4.620297228,1,1,1,"MK448341,MK448342,MK448354,MK448383,MK448386,MK448402,MK448488,MK448509,MK448558,MK448608,MK448639,MK448664"
VC_1225_0,10,1696.539444,905.8014052,0.651928222,4.42E-24,0,4.795831523,45,45,1,3.362307729,1,1,1,"KX077893,MK448351,MK448352,MK448353,MK448389,MK448535,MK448544,MK448547,MK448555,MK448663"
VC_1226_0,6,558.6556504,950.9110839,0.370076816,8.19E-11,0,3.741657387,15,15,1,2.980834719,1,1,1,"MK448356,MK448357,MK448358,MK448360,MK448364,MK448485"
VC_1227_0,6,303.855221,209.9983582,0.591326466,1.04E-07,3.31662479,5.196152423,15,15,1,4.274261201,1,1,1,"MK448359,MK448365,MK448366,MK448367,MK448369,MK448483"
VC_1228_0,4,53.79239407,476.5015394,0.101438826,0.002318096,4.123105626,5.196152423,6,6,1,4.65313278,1,1,1,"MK448349,MK448448,MK448457,MK448589"
VC_1229_0,9,7169.003943,204.2462158,0.972299025,1.36E-09,2.236067977,6.244997998,36,36,1,4.696770336,1,1,1,"KX455876,KY290947,KY290949,KY290950,KY290952,MH179470,MH179471,MH179479,MT276994"
VC_1230_0,2,230.8605228,204.2462158,0.530583653,0.052354615,0,0,1,1,1,0,1,1,1,"MG592484,MG592485"
VC_1231_0,8,1667.151598,0,1,0,0,5.196152423,28,28,1,2.22907236,1,1,1,"KX501134,KX501135,KX501136,KX501137,KX501138,KX501139,MT121960,MT121964"
VC_1232_0,2,13.83895063,74.48922248,0.156676518,0.048301433,0,0,1,1,1,0,1,1,1,"MG945160,MG945185"
VC_1233_0,4,78.90293114,99.93572139,0.441196184,6.21E-05,0,2,6,6,1,1.244016936,1,1,1,"KX513871,MG945210,MG945327,MG945623"
VC_1234_0,3,57.96492398,38.43483886,0.601297371,0.005191832,1,1.414213562,3,3,1,1.138071187,1,1,1,"MG945352,MG945735,MG945752"
VC_1236_0,3,57.59010994,77.22645681,0.427173836,0.002678539,1,1.414213562,3,3,1,1.138071187,1,1,1,"MG945748,MG945799,MG945800"
VC_1237_0,6,70.72331782,25.82922873,0.732485267,0.387964875,0,2,15,15,1,1.635904614,1,1,1,"KX513875,MG883712,MG945284,MG945309,MG945433,MG945493"
VC_1238_0,2,19.01564989,13.64942854,0.582140035,0.144422183,0,0,1,1,1,0,1,1,1,"MK765551,MK765650"
VC_1239_0,2,124.58244,16.31729789,0.884192135,0.270145687,0,0,1,1,1,0,1,1,1,"MK305890,MK620900"
VC_123_0,2,257.4446798,1662.549021,0.134086211,0.045345785,1.732050808,1.732050808,1,1,1,1.732050808,1,2,2,"EU876853,Iodobacteriophage~phiPLPE"
