"vOTU","GENOME_LENGTH","CHECKV_QUALITY","LIFE_CYCLE","TOTAL_METAGENOME_PRESENCE","METATRANSCRIPTOME_PRESENCE","DNA_VIROME_PRESENCE","HOST_GENBANK_ACCESSION","HOST_GENUS","HOST_NAME","VC","SUBCLUSTER","REF_PHAGES_IN_VC","VC_IDENTITY","FAMILY","SPECIES","C1RH","C1S","C2RH","C2S","C3RH","C3S","C4RH","C4S","V1RH","V1S","V2RH","V2S","V3RH","V3S","V4RH","V4S"
"dsDNA_phage_510",14732,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_511",16755,"Low-quality","LYTIC",0,0,1,"GCA_000011485.1","Prochlorococcus","Prochlorococcus marinus str. MIT 9313",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0
"dsDNA_phage_512",14353,"Low-quality","LYTIC",0,0,1,"GCA_001310225.1","Algibacter","Algibacter alginicilyticus",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0
"dsDNA_phage_513",11213,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0
"dsDNA_phage_514",34991,"Low-quality","LYTIC",1,0,1,NA,NA,NA,1495,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,840,0,664,0,4644,678,0,0
"dsDNA_phage_515",11886,"Not-determined","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,181,0,1740,0,0,0
"dsDNA_phage_516",10377,"Low-quality","TEMPERATE",0,0,1,"GCA_002812705.1","Achromobacter","Achromobacter spanius",NA,NA,NA,NA,NA,NA,0,0,0,0,224,0,426,0,0,0,0,0,0,0,0,0
"dsDNA_phage_517",41246,"Medium-quality","TEMPERATE",0,0,1,NA,NA,NA,1427,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,441,0,5492,0,0,0
"dsDNA_phage_518",13101,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0
"dsDNA_phage_519",10884,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,244,0,0,0,306,0,0,0
"dsDNA_phage_52",10353,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,269,0,105,0,190,0,0,0,0,0,0,0,0,0
"dsDNA_phage_520",22714,"Low-quality","LYTIC",0,0,1,"GCA_001705175.1","Flavobacterium","Flavobacterium johnsoniae",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1596,0,0,0
"dsDNA_phage_521",10090,"Not-determined","LYTIC",0,0,1,"GCA_001708485.1","Pseudomonas","Pseudomonas fluorescens",1498,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1304,0,0,0,0
"dsDNA_phage_522",22196,"Not-determined","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_523",10356,"Low-quality","LYTIC",0,0,1,"GCA_000013865.1","Polaromonas","Polaromonas sp. JS666",NA,NA,NA,NA,NA,NA,337,0,0,0,342,0,120,0,0,0,0,0,0,0,0,0
"dsDNA_phage_524",17047,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1051,0,0,0,0,0,0,0,0,0
"dsDNA_phage_525",30717,"Low-quality","LYTIC",0,0,1,NA,NA,NA,989,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,6252,0,775,0,0,0,0,0
"dsDNA_phage_526",10951,"Low-quality","LYTIC",0,0,1,"GCA_002215215.1","Granulosicoccus","Granulosicoccus antarcticus IMCC3135",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0
"dsDNA_phage_527",18617,"Low-quality","LYTIC",0,0,1,"GCA_000816465.4","Streptomyces","Streptomyces pluripotens",NA,NA,NA,NA,NA,NA,0,0,0,0,311,0,698,0,0,0,0,0,0,0,0,0
"dsDNA_phage_528",16159,"Not-determined","LYTIC",0,0,1,"GCA_001612705.1","Pseudomonas","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_529",10311,"Not-determined","LYTIC",0,0,1,"GCA_001023535.1","Pseudomonas","Pseudomonas chlororaphis",1476,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_53",12705,"Low-quality","LYTIC",1,0,0,"GCA_000599545.1","Rhodococcus","Rhodococcus opacus PD630",1493,0,"NO","VC",NA,NA,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0
"dsDNA_phage_530",14971,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0
"dsDNA_phage_531",10756,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",1470,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,0,0
"dsDNA_phage_532",10324,"Not-determined","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_533",12896,"Not-determined","LYTIC",0,0,1,"GCA_001186335.1","Pseudomonas","Pseudomonas trivialis",1473,0,"NO","VC",NA,NA,0,305,0,0,0,0,0,0,0,0,0,7163,0,0,0,0
"dsDNA_phage_534",10016,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,1499,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0
"dsDNA_phage_535",13944,"Not-determined","LYTIC",0,0,1,"GCA_000963495.1","Pseudomonas","Pseudomonas fluorescens PICF7",1486,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,5932,0,0,0,0
"dsDNA_phage_536",13977,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0
"dsDNA_phage_537",18607,"Low-quality","LYTIC",0,0,1,"GCA_002163625.1","Pseudomonas","Pseudomonas sp. M30-35",1478,0,"NO","VC",NA,NA,0,0,0,0,869,0,297,0,0,0,0,0,0,0,0,0
"dsDNA_phage_538",10411,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_539",10293,"High-quality","LYTIC",0,1,0,"GCA_900198195.1","Tenacibaculum","Tenacibaculum jejuense",1500,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_54",16593,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_540",10034,"High-quality","LYTIC",0,1,0,NA,NA,NA,1501,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_541",10663,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_542",10097,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_543",13629,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1490,0,"NO","OUTLIER",NA,NA,529,0,378,0,380,0,672,0,0,0,0,0,0,0,0,0
"dsDNA_phage_544",13609,"Not-determined","TEMPERATE",0,1,0,"GCA_001017435.1","[Polyangium]","[Polyangium] brachysporum",NA,NA,NA,NA,NA,NA,360,0,211,0,602,0,624,0,0,0,0,0,0,0,0,0
"dsDNA_phage_545",13199,"Not-determined","LYTIC",0,1,0,"GCA_000024345.1","Kribbella","Kribbella flavida DSM 17836",1450,0,"NO","VC",NA,NA,526,777,1049,1223,0,1250,1077,1189,1550,645,681,0,1314,0,813,977
"dsDNA_phage_546",13115,"Low-quality","LYTIC",0,1,0,NA,NA,NA,1081,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_547",11504,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1502,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_548",10942,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_549",34943,"Low-quality","LYTIC",0,1,1,NA,NA,NA,1151,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_55",74751,"Complete","TEMPERATE",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4351,1257,5730,0,9464,0,2054,0,0,0,0,0,0,0,0,0
"dsDNA_phage_550",13019,"Not-determined","LYTIC",0,1,0,"GCA_000204645.1","Alicycliphilus","Alicycliphilus denitrificans K601",1503,0,"NO","VC",NA,NA,1243,0,913,0,541,333,966,354,457,0,0,0,0,0,0,0
"dsDNA_phage_551",13002,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1504,0,"NO","OUTLIER",NA,NA,558,0,484,0,341,193,672,0,0,0,0,0,0,0,0,0
"dsDNA_phage_552",12877,"Not-determined","TEMPERATE",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",NA,NA,NA,NA,NA,NA,1211,0,948,0,788,0,1493,0,0,0,0,0,0,0,0,0
"dsDNA_phage_553",26030,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_554",19324,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_555",10180,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_556",10047,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1505,0,"NO","VC",NA,NA,462,0,249,0,213,0,250,0,0,0,0,0,0,0,0,0
"dsDNA_phage_557",14030,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_558",13815,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_559",13607,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_56",15426,"Low-quality","LYTIC",1,0,0,"GCA_001189295.1","Chondromyces","Chondromyces crocatus",1442,0,"NO","OUTLIER",NA,NA,215,0,0,419,0,221,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_560",13334,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_561",13277,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_562",19116,"Not-determined","LYTIC",0,1,0,"GCA_001302585.1","Kibdelosporangium","Kibdelosporangium phytohabitans",1506,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_563",17797,"Not-determined","LYTIC",0,1,0,"GCA_002777535.1","Streptomyces","Streptomyces peucetius subsp. caesius ATCC 27952",1450,0,"NO","VC",NA,NA,0,0,208,0,0,317,291,246,285,0,137,0,251,0,0,212
"dsDNA_phage_564",16691,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1502,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_565",24108,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_566",11100,"Not-determined","LYTIC",0,1,0,"GCA_001190925.1","Azoarcus","Azoarcus sp. CIB",1502,0,"NO","VC",NA,NA,1016,0,892,0,458,930,2403,935,2632,1254,1136,614,1430,780,823,1284
"dsDNA_phage_567",10937,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1502,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_568",10828,"Not-determined","LYTIC",0,1,0,"GCA_002208825.1","Brevundimonas","Brevundimonas vesicularis",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0
"dsDNA_phage_569",10138,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_57",38719,"Low-quality","LYTIC",1,0,0,NA,NA,NA,167,2,"NO","VC",NA,NA,1809,0,515,0,0,0,0,0,0,0,925,0,596,0,0,0
"dsDNA_phage_570",10073,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_571",14192,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_572",13122,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_573",10915,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_574",10643,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_575",11011,"High-quality","LYTIC",0,1,0,NA,NA,NA,1454,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_576",10014,"Not-determined","LYTIC",0,1,0,"GCA_000015325.1","Acidovorax","Acidovorax citrulli AAC00-1",NA,NA,NA,NA,NA,NA,191,0,106,0,103,0,158,0,0,0,0,0,0,0,0,0
"dsDNA_phage_577",11555,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_578",11332,"Low-quality","LYTIC",0,1,0,"GCA_002776675.1","Candidatus","Candidatus Hodgkinia cicadicola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_579",11135,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_58",37831,"Medium-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3848,0,0,0,0,0,0,0,0
"dsDNA_phage_580",18919,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,2211,0,1843,0,1353,0,2089,424,0,0,0,0,0,0,0,0
"dsDNA_phage_581",17874,"Not-determined","LYTIC",0,1,0,"GCA_000494755.1","Actinoplanes","Actinoplanes friuliensis DSM 7358",1450,0,"NO","VC",NA,NA,0,1028,947,1157,0,1596,1262,1486,1732,927,0,0,1263,0,868,1374
"dsDNA_phage_582",17294,"Not-determined","LYTIC",0,1,0,"GCA_000219215.1","Cupriavidus","Cupriavidus necator N-1",1509,0,"NO","VC",NA,NA,13,0,13,0,14,0,16,0,0,0,0,0,0,0,0,0
"dsDNA_phage_583",14867,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,0,356,0,0,0,0,0,233,0,0,0,523,0,0,0
"dsDNA_phage_584",12232,"Not-determined","LYTIC",0,1,0,"GCA_900130075.1","Herminiimonas","Herminiimonas arsenitoxidans",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_585",37545,"Not-determined","LYTIC",0,1,0,"GCA_000240075.2","Flavobacterium","Flavobacterium columnare ATCC 49512",1451,0,"NO","VC",NA,NA,80,0,38,0,29,0,0,0,32,0,0,0,78,0,0,0
"dsDNA_phage_586",22505,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1507,0,"NO","OUTLIER",NA,NA,280,0,228,0,0,0,0,0,177,0,0,0,397,0,0,0
"dsDNA_phage_587",13871,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1504,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_588",14335,"Not-determined","LYTIC",0,1,0,"GCA_002284895.1","Actinobacteria","Actinobacteria bacterium IMCC19121",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_589",10460,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1511,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_59",25451,"Low-quality","TEMPERATE",1,0,1,"GCA_001577365.1","Frondihabitans","Frondihabitans sp. PAMC 28766",975,0,"YES","OUTLIER",NA,NA,856,0,381,0,337,0,1805,0,0,0,0,0,0,0,0,0
"dsDNA_phage_590",27279,"Not-determined","LYTIC",0,1,0,"GCA_001936395.1","Flavobacterium","Flavobacterium columnare",1451,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_591",11507,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_592",11376,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_593",10946,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,0,361,0,222,0,282,0,0,0,0,0,0,0,0,0
"dsDNA_phage_594",10747,"Not-determined","LYTIC",0,1,0,"GCA_001753225.1","Delftia","Delftia tsuruhatensis",1447,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_595",11165,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",NA,NA,NA,NA,NA,NA,2365,0,1809,0,1315,418,1644,380,0,0,0,0,0,0,0,0
"dsDNA_phage_596",11052,"Not-determined","LYTIC",0,1,0,"GCA_000023345.1","Variovorax","Variovorax paradoxus S110",NA,NA,NA,NA,NA,NA,2127,0,1491,0,1089,529,2130,541,0,0,770,0,0,0,0,0
"dsDNA_phage_597",19120,"Not-determined","LYTIC",0,1,0,"GCA_001854325.1","Cupriavidus","Cupriavidus sp. USMAA1020",NA,NA,NA,NA,NA,NA,3284,0,2528,0,2129,0,3247,0,0,0,0,0,0,0,889,0
"dsDNA_phage_598",18683,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,513,0,835,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_599",18110,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_6",15093,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,243,1017,0,275,0,0,0,0,204,327,456,621,155,231
"dsDNA_phage_60",10509,"Low-quality","LYTIC",1,0,0,NA,NA,NA,1491,0,"NO","VC",NA,NA,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_600",17993,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1482,0,"NO","OUTLIER",NA,NA,2519,0,2150,779,1238,0,2493,762,0,0,0,0,0,0,0,0
"dsDNA_phage_601",17932,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1976,0,1320,0,1256,0,1661,0,0,0,0,0,0,0,0,0
"dsDNA_phage_602",17675,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1513,0,"NO","VC",NA,NA,1429,0,877,0,874,0,1467,0,0,0,0,0,0,0,0,0
"dsDNA_phage_603",17200,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,2475,0,1505,0,1393,0,1540,0,0,0,0,0,0,0,0,0
"dsDNA_phage_604",14192,"Not-determined","TEMPERATE",0,1,0,"GCA_000179015.2","Alicycliphilus","Alicycliphilus denitrificans BC",1483,0,"NO","OUTLIER",NA,NA,4174,0,3619,483,3441,650,4580,638,0,0,0,0,0,0,0,0
"dsDNA_phage_605",14670,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0
"dsDNA_phage_606",14596,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1440,0,"NO","OUTLIER",NA,NA,119,0,95,0,65,0,138,0,0,0,0,0,0,0,0,0
"dsDNA_phage_607",14536,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1514,0,"NO","VC",NA,NA,1595,0,1180,0,1014,0,1218,274,0,0,0,0,0,0,0,0
"dsDNA_phage_608",14305,"Not-determined","LYTIC",0,1,0,"GCA_000832305.1","Cupriavidus","Cupriavidus basilensis",NA,NA,NA,NA,NA,NA,1462,0,1070,0,863,0,1468,0,0,0,0,0,0,0,0,0
"dsDNA_phage_609",14276,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,2974,0,1599,0,1513,0,1385,170,0,0,0,0,0,0,0,0
"dsDNA_phage_61",107064,"Medium-quality","LYTIC",1,0,0,"GCA_000816465.4","Streptomyces","Streptomyces pluripotens",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8216,0
"dsDNA_phage_610",14261,"Not-determined","LYTIC",0,1,0,"GCA_001483865.1","Roseateles","Roseateles depolymerans",NA,NA,NA,NA,NA,NA,1069,0,738,0,652,0,995,0,0,0,0,0,0,0,0,0
"dsDNA_phage_611",14137,"Not-determined","LYTIC",0,1,0,"GCA_000023345.1","Variovorax","Variovorax paradoxus S110",1515,0,"NO","VC",NA,NA,2020,0,1124,0,1372,0,1775,0,0,0,0,0,0,0,0,0
"dsDNA_phage_612",13946,"Not-determined","LYTIC",0,1,0,"GCA_000015725.1","Methylibium","Methylibium petroleiphilum PM1",NA,NA,NA,NA,NA,NA,3826,0,2036,0,1331,0,1052,176,0,0,0,0,0,0,0,0
"dsDNA_phage_613",13901,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1895,0,1110,0,1133,0,1185,0,0,0,0,0,0,0,0,0
"dsDNA_phage_614",13872,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",NA,NA,NA,NA,NA,NA,1568,0,887,0,878,0,1294,0,0,0,0,0,0,0,0,0
"dsDNA_phage_615",13858,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,2650,0,1491,0,1152,0,1308,0,0,0,0,0,0,0,0,0
"dsDNA_phage_616",14843,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1516,0,"NO","VC",NA,NA,480,0,266,0,259,0,424,0,0,0,0,0,0,0,0,0
"dsDNA_phage_617",14547,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,683,0,354,0,314,0,360,58,0,0,0,0,0,0,0,0
"dsDNA_phage_618",14166,"Not-determined","LYTIC",0,1,0,"GCA_002849735.1","Amycolatopsis","Amycolatopsis sp. BJA-103",1450,0,"NO","VC",NA,NA,0,0,333,280,0,451,427,472,569,0,0,0,347,0,293,0
"dsDNA_phage_619",13921,"Not-determined","LYTIC",0,1,0,"GCA_000730165.2","Nitrospirillum","Nitrospirillum amazonense CBAmc",1517,0,"NO","VC",NA,NA,308,0,176,0,247,0,226,0,0,0,0,0,0,0,0,0
"dsDNA_phage_62",45635,"Low-quality","LYTIC",1,0,0,NA,NA,NA,1492,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,955,0,1933,0,0,0
"dsDNA_phage_620",10574,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1450,0,"NO","VC",NA,NA,292,0,326,0,156,0,642,0,570,199,303,0,434,0,299,195
"dsDNA_phage_621",11962,"Not-determined","LYTIC",0,1,0,"GCA_001955695.1","Rhodoferax","Rhodoferax koreense",1514,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_622",11449,"Not-determined","LYTIC",0,1,0,"GCA_000018665.1","Delftia","Delftia acidovorans SPH-1",NA,NA,NA,NA,NA,NA,804,0,505,0,604,0,745,0,0,0,0,0,0,0,0,0
"dsDNA_phage_623",20759,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1518,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_624",15252,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1460,0,"NO","OUTLIER",NA,NA,284,0,178,0,213,0,202,0,0,0,0,0,0,0,0,0
